year,category,prize,motivation,price_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
2018,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for integrating climate change into long-run macroeconomic analysis,1/2,968,Individual,William D. Nordhaus,1941-05-31,"Albuquerque, NM",USA,male,Yale University,"New Haven, CT",USA,,,
2018,Literature,The Nobel Prize in Literature,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life,1,979,Individual,Olga Tokarczuk,1962-01-29,Sulechów,Poland,female,,,,,,
2018,Peace,The Nobel Peace Prize,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,1/2,966,Individual,Denis Mukwege,1955-03-01,Bukavu,Belgian Congo,male,,,,,,
2018,Peace,The Nobel Peace Prize,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,1/2,967,Individual,Nadia Murad Basee Taha,1993-01-01,Kojo,Iraq,female,,,,,,
2018,Physics,The Nobel Prize in Physics,for the optical tweezers and their application to biological systems,1/2,960,Individual,Arthur Ashkin,1922-09-02,"New York, NY",USA,male,Bell Laboratories,"Holmdel, NJ",USA,2020-09-21,"Rumson, NJ",USA
2018,Physics,The Nobel Prize in Physics,"for their method of generating high-intensity, ultra-short optical pulses",1/4,962,Individual,Donna Strickland,1959-05-27,Guelph,Canada,female,University of Waterloo,Waterloo,Canada,,,
2018,Physics,The Nobel Prize in Physics,"for their method of generating high-intensity, ultra-short optical pulses",1/4,961,Individual,Gérard Mourou,1944-06-22,Albertville,France,male,École Polytechnique,Palaiseau,France,,,
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,1/2,958,Individual,James P. Allison,1948-08-07,"Alice, TX",USA,male,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",USA,,,
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discovery of cancer therapy by inhibition of negative immune regulation,1/2,959,Individual,Tasuku Honjo,1942-01-27,Kyoto,Japan,male,Kyoto University,Kyoto,Japan,,,
2019,Chemistry,The Nobel Prize in Chemistry,for the development of lithium-ion batteries,1/3,978,Individual,Akira Yoshino,1948-01-30,Suita,Japan,male,Asahi Kasei Corporation,Tokyo,Japan,,,
2019,Chemistry,The Nobel Prize in Chemistry,for the development of lithium-ion batteries,1/3,976,Individual,John B. Goodenough,1922-07-25,Jena,Germany,male,University of Texas,"Austin, TX",USA,,,
2019,Chemistry,The Nobel Prize in Chemistry,for the development of lithium-ion batteries,1/3,977,Individual,M. Stanley Whittingham,1941-12-22,,United Kingdom,male,"Binghamton University, State University of New York","New York, NY",USA,,,
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their experimental approach to alleviating global poverty,1/3,982,Individual,Abhijit Banerjee,1961-02-21,Mumbai,India,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their experimental approach to alleviating global poverty,1/3,983,Individual,Esther Duflo,1972-10-25,Paris,France,female,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their experimental approach to alleviating global poverty,1/3,984,Individual,Michael Kremer,1964-11-12,"New York, NY",USA,male,Harvard University,"Cambridge, MA",USA,,,
2019,Literature,The Nobel Prize in Literature,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience,1,980,Individual,Peter Handke,1942-12-06,Griffen,Austria,male,,,,,,
2019,Peace,The Nobel Peace Prize,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea",1,981,Individual,Abiy Ahmed Ali,1976-08-15,Beshasha,Ethiopia,male,,,,,,
2019,Physics,The Nobel Prize in Physics,for the discovery of an exoplanet orbiting a solar-type star,1/4,975,Individual,Didier Queloz,1966-02-23,Geneva,Switzerland,male,University of Geneva,Geneva,Switzerland,,,
2019,Physics,The Nobel Prize in Physics,for theoretical discoveries in physical cosmology,1/2,973,Individual,James Peebles,1935-04-25,Winnipeg,Canada,male,Princeton University,"Princeton, NJ",USA,,,
2019,Physics,The Nobel Prize in Physics,for the discovery of an exoplanet orbiting a solar-type star,1/4,974,Individual,Michel Mayor,1942-01-12,Lausanne,Switzerland,male,University of Geneva,Geneva,Switzerland,,,
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,1/3,972,Individual,Gregg L. Semenza,1956-07-12,"New York, NY",USA,male,Johns Hopkins University,"Baltimore, MD",USA,,,
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,1/3,971,Individual,Sir Peter J. Ratcliffe,1954-05-14,Lancashire,United Kingdom,male,University of Oxford,Oxford,United Kingdom,,,
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of how cells sense and adapt to oxygen availability,1/3,970,Individual,William G. Kaelin Jr,1957-11-23,"New York, NY",USA,male,Harvard Medical School,"Boston, MA",USA,,,
2020,Chemistry,The Nobel Prize in Chemistry,for the development of a method for genome editing,1/2,991,Individual,Emmanuelle Charpentier,1968-12-11,Juvisy-sur-Orge,France,female,Max Planck Unit for the Science of Pathogens,Berlin,Germany,,,
2020,Chemistry,The Nobel Prize in Chemistry,for the development of a method for genome editing,1/2,992,Individual,Jennifer A. Doudna,1964-02-19,"Washington, D.C.",USA,female,University of California,"Berkeley, CA",USA,,,
2020,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for improvements to auction theory and inventions of new auction formats,1/2,995,Individual,Paul R. Milgrom,1948-04-20,"Detroit, MI",USA,male,Stanford University,"Stanford, CA",USA,,,
2020,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for improvements to auction theory and inventions of new auction formats,1/2,996,Individual,Robert B. Wilson,1937-05-16,"Geneva, NE",USA,male,Stanford University,"Stanford, CA",USA,,,
2020,Literature,The Nobel Prize in Literature,for her unmistakable poetic voice that with austere beauty makes individual existence universal,1,993,Individual,Louise Glück,1943-04-22,"New York, NY",USA,female,,,,,,
2020,Peace,The Nobel Peace Prize,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict",1,994,Organization,World Food Programme,1961-01-01,,,,,,,,,
2020,Physics,The Nobel Prize in Physics,for the discovery of a supermassive compact object at the centre of our galaxy,1/4,990,Individual,Andrea Ghez,1965-06-16,"New York, NY",USA,female,University of California,"Los Angeles, CA",USA,,,
2020,Physics,The Nobel Prize in Physics,for the discovery of a supermassive compact object at the centre of our galaxy,1/4,989,Individual,Reinhard Genzel,1952-03-24,Bad Homburg vor der Höhe,Germany,male,Max Planck Institute for Extraterrestrial Physics,Garching,Germany,,,
2020,Physics,The Nobel Prize in Physics,for the discovery that black hole formation is a robust prediction of the general theory of relativity,1/2,988,Individual,Roger Penrose,1931-08-08,Colchester,United Kingdom,male,University of Oxford,Oxford,United Kingdom,,,
2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of Hepatitis C virus,1/3,987,Individual,Charles M. Rice,1952-08-25,"Sacramento, CA",USA,male,Rockefeller University,"New York, NY",USA,,,
2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of Hepatitis C virus,1/3,985,Individual,Harvey J. Alter,1935-09-12,"New York, NY",USA,male,National Institutes of Health,"Bethesda, MD",USA,,,
2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for the discovery of Hepatitis C virus,1/3,986,Individual,Michael Houghton,1949-01-01,,United Kingdom,male,University of Alberta,Edmonton,Canada,,,
2021,Chemistry,The Nobel Prize in Chemistry,for the development of asymmetric organocatalysis,1/2,1002,Individual,Benjamin List,1968-01-11,Frankfurt-on-the-Main,Germany,male,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,,,
2021,Chemistry,The Nobel Prize in Chemistry,for the development of asymmetric organocatalysis,1/2,1003,Individual,David W.C. MacMillan,1968-03-16,Bellshill,United Kingdom,male,Princeton University,"Princeton, NJ",USA,,,
2021,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for his empirical contributions to labour economics,1/2,1007,Individual,David Card,1956-01-01,Guelph,Canada,male,University of California,"Berkeley, CA",USA,,,
2021,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their methodological contributions to the analysis of causal relationships,1/4,1009,Individual,Guido W. Imbens,1963-09-03,Geldrop,the Netherlands,male,Stanford University,"Stanford, CA",USA,,,
2021,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for their methodological contributions to the analysis of causal relationships,1/4,1008,Individual,Joshua D. Angrist,1960-09-18,"Columbus, OH",USA,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,,,
2021,Literature,The Nobel Prize in Literature,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents,1,1004,Individual,Abdulrazak Gurnah,1948-01-01,,,male,,,,,,
2021,Peace,The Nobel Peace Prize,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",1/2,1006,Individual,Dmitry Andreyevich Muratov,1961-01-01,Kubyshev,USSR,male,,,,,,
2021,Peace,The Nobel Peace Prize,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",1/2,1005,Individual,Maria Ressa,1963-10-02,Manila,Philippines,female,,,,,,
2021,Physics,The Nobel Prize in Physics,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,1/2,1001,Individual,Giorgio Parisi,1948-08-04,Rome,Italy,male,Sapienza University of Rome,Rome,Italy,,,
2021,Physics,The Nobel Prize in Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",1/4,1000,Individual,Klaus Hasselmann,1931-10-25,Hamburg,Germany,male,Max Planck Institute for Meteorology,Hamburg,Germany,,,
2021,Physics,The Nobel Prize in Physics,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",1/4,999,Individual,Syukuro Manabe,1931-09-21,"Shingu, Ehime",Japan,male,Princeton University,"Princeton, NJ",USA,,,
2021,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of receptors for temperature and touch,1/2,998,Individual,Ardem Patapoutian,1967-01-01,Beirut,Lebanon,male,Scripps Research,"La Jolla, CA",USA,,,
2021,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,for their discoveries of receptors for temperature and touch,1/2,997,Individual,David Julius,1955-11-04,"New York, NY",USA,male,University of California,"San Francisco, CA",USA,,,
2022,Chemistry,The Nobel Prize in Chemistry,for the development of click chemistry and bioorthogonal chemistry,1/3,1015,Individual,Carolyn R. Bertozzi,1966-10-10,"Boston, MA",USA,female,Stanford University,"Stanford, CA",USA,,,
2022,Chemistry,The Nobel Prize in Chemistry,for the development of click chemistry and bioorthogonal chemistry,1/3,743,Individual,K. Barry Sharpless,1941-04-28,"Philadelphia, PA",USA,male,Scripps Research,"La Jolla, CA",USA,,,
2022,Chemistry,The Nobel Prize in Chemistry,for the development of click chemistry and bioorthogonal chemistry,1/3,1016,Individual,Morten Meldal,1954-01-01,Copenhagen,Denmark,male,University of Copenhagen,Copenhagen,Denmark,,,
2022,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for research on banks and financial crises,1/3,1021,Individual,Ben S. Bernanke,1953-12-13,"Augusta, GA",USA,male,The Brookings Institution,"Washington, D.C.",USA,,,
2022,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for research on banks and financial crises,1/3,1022,Individual,Douglas W. Diamond,1953-10-25,"Chicago, IL",USA,male,University of Chicago,"Chicago, IL",USA,,,
2022,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,for research on banks and financial crises,1/3,1023,Individual,Philip H. Dybvig,1955-05-22,"Gainesville, FL",USA,male,Washington University,"St. Louis, MO",USA,,,
2022,Literature,The Nobel Prize in Literature,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory",1,1017,Individual,Annie Ernaux,1940-09-01,Lillebonne,France,female,,,,,,
2022,Peace,The Nobel Peace Prize,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",1/3,1018,Individual,Ales Bialiatski ,1962-09-25,"Vyartsilya, Karelia",Russia,male,,,,,,
2022,Peace,The Nobel Peace Prize,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.",1/3,1020,Organization,Center for Civil Liberties,2007-01-01,Kyiv,Ukraine,,,,,,,
